	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
ENSG00000103316.10	199.575946994086	-2.23920359624678	0.489225464756242	-4.57703810933569	4.7160557224563e-06	2.59079908553944e-05
ENSG00000152455.15	556.23795009816	0.671632678079321	0.146771941822754	4.57602910841368	4.73884638170506e-06	2.60259191055587e-05
ENSG00000081479.12	46.9814955354141	2.29922748435529	0.502492233028712	4.57564780752325	4.74748639440341e-06	2.60660873096071e-05
ENSG00000197136.4	3811.29089536983	0.522572744771208	0.114209294396372	4.57557108231123	4.74922675685814e-06	2.60683611094118e-05
ENSG00000102743.14	187.182119147409	0.860737346483146	0.188148943868209	4.57476576156632	4.76753080159595e-06	2.61615258057426e-05
ENSG00000106009.15	3177.03037168595	0.605996628191267	0.132483292525691	4.57413622984766	4.7818863933933e-06	2.6232977657979e-05
ENSG00000196990.8	4.3645590699055	-2.33214399417431	0.509905143335983	-4.5736820360677	4.79226934979556e-06	2.6276793939047e-05
ENSG00000164818.15	1939.08134861171	0.561933728474734	0.122862764695607	4.57366989801121	4.79254712410885e-06	2.6276793939047e-05
ENSG00000139714.12	119.971767621978	1.63481909070782	0.357448884508709	4.57357446493301	4.79473160725577e-06	2.62814401763021e-05
ENSG00000102053.12	74.923468329403	-1.39804402405825	0.305784645873135	-4.57198895669299	4.83116406288405e-06	2.64737554558263e-05
ENSG00000116221.15	4087.07493884684	0.643790166514219	0.140819630395539	4.57173594836117	4.83700226712917e-06	2.6498360246012e-05
ENSG00000156398.12	557.899321773932	0.925205942928208	0.202384672318943	4.57152180709689	4.84194888743658e-06	2.6518068356493e-05
ENSG00000144040.12	952.432799586369	0.716391339329492	0.156740739922001	4.57054968405783	4.86446572118057e-06	2.6633966076748e-05
ENSG00000113558.18	9544.47189576343	-0.454262243216914	0.0993996731145764	-4.57005771732563	4.87589910253227e-06	2.66891319296503e-05
ENSG00000172244.8	201.190007532099	0.880869474675012	0.192768391324769	4.56957423684134	4.88716033462094e-06	2.67433250382264e-05
ENSG00000188833.9	33.8479791467082	2.23784418553531	0.489817090048506	4.56873439290102	4.90678122870628e-06	2.68432206600197e-05
ENSG00000123353.9	2373.59840734434	0.627168478513445	0.137281806451057	4.56847483819379	4.91286033329622e-06	2.68689990849389e-05
ENSG00000169714.16	14387.1721112161	-0.415852784829777	0.0910284759670594	-4.56838127203473	4.91505354117268e-06	2.68735166635021e-05
ENSG00000256087.6	1111.44876284722	1.40165882448078	0.306837092444512	4.56808794958273	4.92193515223478e-06	2.69036588855191e-05
ENSG00000278535.4	1109.07323644367	0.996527158327295	0.218164946866365	4.56776935360614	4.92942015731281e-06	2.69370816269504e-05
ENSG00000178828.6	47.1241078806586	3.00063032007745	0.656928916560873	4.56766363061963	4.93190639176603e-06	2.6943177330893e-05
ENSG00000001036.13	3564.24117917285	0.579934253035987	0.126992650027762	4.56667573209321	4.95519641941736e-06	2.70580042268967e-05
ENSG00000172361.5	74.2384752102749	1.43281095385781	0.313755002119786	4.56665533354841	4.95567842983456e-06	2.70580042268967e-05
ENSG00000106245.9	3971.90918290239	0.597774661384401	0.13093799367978	4.56532626310368	4.98718085288528e-06	2.72224456662908e-05
ENSG00000107833.10	1600.81944875265	0.875581097736073	0.191808964109618	4.56486015552267	4.99827416671461e-06	2.72754239369634e-05
ENSG00000135720.12	4811.08711401904	-0.788966968332597	0.172846898560398	-4.56454223306129	5.00585424126085e-06	2.72960750097987e-05
ENSG00000067798.13	109.01523670638	-1.87438231634538	0.410641110151	-4.56452671203851	5.00622458334984e-06	2.72960750097987e-05
ENSG00000157227.12	25373.8527035083	1.03882621470788	0.227584961551443	4.56456440542564	5.00532523917858e-06	2.72960750097987e-05
ENSG00000163239.12	24.7727826331287	-1.56686768068697	0.343275916086736	-4.56445560920466	5.00792148044641e-06	2.72977550248626e-05
ENSG00000166863.11	881.216531192713	3.10090332738141	0.679405289773903	4.56414363275469	5.01537343382019e-06	2.73307957347296e-05
ENSG00000180900.16	7663.65915295942	0.711443876822375	0.155884246211394	4.56392415598936	5.02062227668609e-06	2.73518158177777e-05
ENSG00000104756.15	1133.21619814956	-0.789358206942185	0.172982610442443	-4.56322288652725	5.03742859491115e-06	2.74357707014612e-05
ENSG00000118985.14	2531.78019513692	-1.04537359752207	0.229100341450796	-4.56295084896933	5.04396262059206e-06	2.74637477203206e-05
ENSG00000204442.3	73.3750299549006	-1.68903050132206	0.370319640237087	-4.56100708091179	5.09088640479971e-06	2.77115655421609e-05
ENSG00000166619.12	9636.09840577774	0.886856144799863	0.19446317243123	4.56053520937745	5.10234057835663e-06	2.77662254729175e-05
ENSG00000116489.12	8403.73061573183	0.493706590045561	0.108273892367611	4.55979349453267	5.12039480435583e-06	2.78567617698362e-05
ENSG00000143355.15	17.3614507472083	2.60165516298206	0.570617571016253	4.55936742072031	5.13079359693193e-06	2.79056112178456e-05
ENSG00000049656.13	7222.20139297851	0.739502815032467	0.162206113802768	4.55903170167588	5.13900142492912e-06	2.79425206109009e-05
ENSG00000144681.10	97.0045789041327	-1.9904592948979	0.436635896018492	-4.55862496200634	5.14896244548017e-06	2.79889396649221e-05
ENSG00000186526.12	2606.50608211589	3.02950644095362	0.66464794280166	4.55806186382445	5.16278319230246e-06	2.80563081083487e-05
ENSG00000130332.14	2874.25963700829	0.827069052403924	0.181483444191989	4.55726998176748	5.18227935329102e-06	2.81544729044468e-05
ENSG00000150594.6	230.315645788463	-1.70250524591601	0.373601631928279	-4.55700698395997	5.18876994762227e-06	2.81819458663894e-05
ENSG00000188306.6	23.6599627920031	2.06938558709909	0.454147426864047	4.55663836166264	5.19788037968883e-06	2.82236289345756e-05
ENSG00000099821.13	2874.74974601303	0.613048787759594	0.134550366944461	4.55627733823012	5.20681785218555e-06	2.82643500973651e-05
ENSG00000099800.7	3953.31972173396	0.799893721317853	0.175577572442525	4.55578528732476	5.21902272937485e-06	2.83227804441171e-05
ENSG00000112238.11	6.14667255243522	3.31227116549455	0.727168492673142	4.55502569056358	5.23791763858698e-06	2.84174742213817e-05
ENSG00000100902.10	6052.89289560993	0.584306944591435	0.128284709012073	4.55476688602417	5.2443703278606e-06	2.84444407115707e-05
ENSG00000130429.12	10391.7735510843	0.805347236192334	0.176816347084554	4.55471029388032	5.24578233513654e-06	2.84444407115707e-05
ENSG00000189007.15	404.68461560919	0.847839951540913	0.186169881474872	4.5541198437909	5.26053614009795e-06	2.85165742884074e-05
ENSG00000134815.18	1899.09592958158	0.628789265683758	0.138134361309549	4.55201196662925	5.31353125014073e-06	2.87959112910853e-05
ENSG00000134757.4	4759.12523013353	3.12895425910608	0.68739970952865	4.5518702084579	5.31711354170642e-06	2.88073825181316e-05
ENSG00000176142.12	1586.38926071591	0.533659901916523	0.117266931194691	4.55081322995074	5.34389684745058e-06	2.89445126573405e-05
ENSG00000137411.16	1934.03553077605	0.666464512385199	0.146474025956614	4.5500525300138	5.36325248422016e-06	2.90413473360417e-05
ENSG00000128699.13	1589.37936976942	0.517110750559971	0.113661235556655	4.54957882542296	5.37533955875326e-06	2.90987811530857e-05
ENSG00000115504.14	1851.80141114804	-0.823146769883108	0.180941597122967	-4.54924010272609	5.38399841424826e-06	2.91376301845991e-05
ENSG00000142627.12	7933.45728673639	-1.23716015027455	0.271977397539372	-4.54876089508673	5.39627133577757e-06	2.91960113889468e-05
ENSG00000119487.16	3487.51518805015	-0.483415925503875	0.1062790256313	-4.54855436086636	5.40156911102507e-06	2.92166324838494e-05
ENSG00000102030.15	3201.55166369263	0.702772870338049	0.154537787886205	4.54757946228363	5.42664337141928e-06	2.93441821481753e-05
ENSG00000119777.18	6115.7690532576	0.491743448435926	0.108145940777187	4.54703565295218	5.44067845056269e-06	2.94119844951211e-05
ENSG00000167658.15	88363.3458019447	-0.61141022902855	0.134486842920089	-4.54624568287206	5.46112857214387e-06	2.95144193604784e-05
ENSG00000169508.6	435.775676759742	-1.580731076555	0.347750603949265	-4.54558829978516	5.47820246508125e-06	2.95985562544357e-05
ENSG00000103855.17	5653.14871144082	0.728836379012098	0.160391339400522	4.54411305333688	5.51670454297168e-06	2.97983909031743e-05
ENSG00000088832.14	13976.8960256929	0.519661445619544	0.114368105568562	4.54376194338563	5.52590616207975e-06	2.98398932752307e-05
ENSG00000232237.3	10.4513908905759	1.75387646249642	0.386032458405018	4.5433393599672	5.53700038680303e-06	2.98915901134305e-05
ENSG00000125144.13	220.777247168281	1.98009785924973	0.436002704723519	4.54148067844067	5.58605062390351e-06	3.01481084743128e-05
ENSG00000266412.5	6832.94244132745	-0.627599303898868	0.138195362618302	-4.54139192522914	5.58840317827614e-06	3.01525261795761e-05
ENSG00000172000.7	88.6208102297349	2.57841383230073	0.567790924375695	4.54113252186231	5.59528454263982e-06	3.01813701893876e-05
ENSG00000116353.15	1041.68413633499	0.540275421028363	0.118978184048611	4.54096207089212	5.5998106232911e-06	3.01974972870809e-05
ENSG00000100908.13	803.778721355186	0.810803510505091	0.17856482497325	4.54066757339557	5.60763884111296e-06	3.02314177347549e-05
ENSG00000086717.18	28.4244976570067	1.73059994576781	0.381150149382685	4.5404677095646	5.6129575096394e-06	3.02517940250814e-05
ENSG00000213588.5	597.698331786508	0.558551115582366	0.123019355150359	4.54035151541546	5.61605182509556e-06	3.02601739786399e-05
ENSG00000120656.11	1060.00543566062	0.487049386782438	0.107300180540093	4.53912923846807	5.64870083564626e-06	3.04277510620616e-05
ENSG00000088256.8	3858.7796056799	-0.488350076402805	0.1076385356152	-4.5369446324374	5.70750831188957e-06	3.07361050352059e-05
ENSG00000186603.5	151.520060978442	1.96124150724099	0.432294574720575	4.53681730451671	5.71095386790733e-06	3.07462364359317e-05
ENSG00000170498.8	119.951011769261	2.20787282034026	0.486687744176051	4.53652849647596	5.71877653643177e-06	3.0771495099946e-05
ENSG00000179886.5	841.131346172836	0.689024490769441	0.151883029684384	4.5365469216755	5.71827716444595e-06	3.0771495099946e-05
ENSG00000182287.13	710.440178942035	-0.904068386891874	0.199329089404517	-4.53555669969056	5.74517405956137e-06	3.09050742514336e-05
ENSG00000167543.15	2558.32552389437	0.880554502224928	0.194155180637394	4.53531293542694	5.75181385468567e-06	3.09323264371277e-05
ENSG00000196155.12	694.346500729115	1.62893338126039	0.359213637419264	4.53472032120859	5.76798647860249e-06	3.10108157066221e-05
ENSG00000164815.10	842.685586527939	0.480656000404867	0.106002504602924	4.53438342995161	5.77719973962191e-06	3.10518561886815e-05
ENSG00000178896.6	1733.2748162473	0.904150105867316	0.199403644328549	4.53427071963432	5.7802852710037e-06	3.10599473173452e-05
ENSG00000182621.16	938.589896111812	-1.00265048739812	0.221131952580805	-4.53417281264105	5.78296683016428e-06	3.10658639009864e-05
ENSG00000185825.15	21251.2245703756	0.65543532300548	0.144564671869029	4.53385543322288	5.79166767332394e-06	3.11041037669004e-05
ENSG00000165775.17	2567.16067188486	-0.571596275917094	0.126075968727979	-4.53374486576714	5.79470178240266e-06	3.11118979062843e-05
ENSG00000136383.6	462.237283164064	-1.2958508890876	0.285830304162484	-4.53363716238764	5.79765876037844e-06	3.11192737831782e-05
ENSG00000134049.4	2634.72860632769	0.551258784121461	0.12160344530707	4.53324971779734	5.80830793279927e-06	3.11679226664217e-05
ENSG00000177943.13	378.449624622606	1.15500974816038	0.254866920234453	4.53181506292729	5.84790362217409e-06	3.13718323137156e-05
ENSG00000137193.13	8799.4310546694	-1.07700302943329	0.237664291875528	-4.53161482919509	5.853450466233e-06	3.1393021108943e-05
ENSG00000185813.10	3089.98735904834	0.871849985121678	0.192422491982776	4.53091515517695	5.87287229539922e-06	3.14792835133162e-05
ENSG00000130940.14	1557.54335970783	-0.940715540083353	0.207623948229477	-4.53086239860743	5.87433923111741e-06	3.14792835133162e-05
ENSG00000126653.15	1579.25390178705	-0.47453205901091	0.104730890423111	-4.5309655737081	5.87147069822611e-06	3.14792835133162e-05
ENSG00000170448.11	641.899121417298	0.694687204797853	0.15333261036643	4.53059008868177	5.88191658987041e-06	3.15112980350212e-05
ENSG00000188636.3	1218.84464177169	-0.922997414236066	0.203761562872027	-4.52979159183106	5.90418971819625e-06	3.16167460125917e-05
ENSG00000050030.13	25.7159523825299	-2.34572818160785	0.517847179062056	-4.52976916057845	5.90481657571347e-06	3.16167460125917e-05
ENSG00000127507.17	493.791215288346	1.42137898312284	0.313834837045488	4.52906693375414	5.92447305203338e-06	3.17133557491198e-05
ENSG00000178401.14	112.813881277413	1.81690421616599	0.401172798606101	4.52898158219832	5.9268664455621e-06	3.17175297723846e-05
ENSG00000100726.14	2559.13234492827	0.606699579015795	0.133983408676822	4.52816945775129	5.94968604818393e-06	3.18309822980684e-05
ENSG00000124608.4	978.414917717688	0.564779237574277	0.124758669623432	4.52697387106636	5.98343349596388e-06	3.20028214412696e-05
ENSG00000100911.13	8401.03668314201	0.876428461011091	0.193637605979388	4.52612733243761	6.00743916871852e-06	3.2122476686706e-05
ENSG00000121552.3	3299.62247090444	1.77933970224542	0.393138380142437	4.52598828331325	6.0113910493913e-06	3.2134866050268e-05
ENSG00000102309.12	1108.92885638517	0.651308918137856	0.143927250544393	4.52526478255045	6.03199366818937e-06	3.22362336981866e-05
ENSG00000158773.14	3738.27050462288	0.786535224457412	0.173829079184213	4.52476207173538	6.04634877792456e-06	3.2304167322339e-05
ENSG00000104884.14	1678.42789805658	0.618224332320041	0.136652289766993	4.52406859317309	6.06620500358311e-06	3.23976719416727e-05
ENSG00000151414.14	2432.80071374232	-0.853649653247085	0.188692065474313	-4.52403576748855	6.06714643962644e-06	3.23976719416727e-05
ENSG00000143761.13	24192.4796092776	0.383989668651783	0.0848799595871663	4.52391436705916	6.0706294018633e-06	3.24074664646999e-05
ENSG00000198832.10	2482.12069346358	-1.44447748873371	0.319326317813783	-4.52351531381158	6.0820916737583e-06	3.24598408741225e-05
ENSG00000159842.14	3944.3453582846	-0.752097670491573	0.166274477280189	-4.52322979926867	6.09030540516851e-06	3.24948542464691e-05
ENSG00000165556.9	125.5713045659	2.86837369743884	0.634258594864159	4.52240414346007	6.11411778939057e-06	3.26130527186597e-05
ENSG00000177200.15	1588.08742060083	-0.696431696782474	0.154029233761727	-4.52142544485943	6.14245941887509e-06	3.27553397551299e-05
ENSG00000129003.15	2360.89902132061	-0.74832291956598	0.165539114041669	-4.52052026433835	6.16878394899319e-06	3.28867961218905e-05
ENSG00000267206.5	15.8158312284666	-2.50606858716896	0.554448561923893	-4.51992981724599	6.18601351793784e-06	3.2969707621634e-05
ENSG00000106588.10	5182.56528080126	0.533392493881671	0.118055588943461	4.51814690566766	6.23831975752259e-06	3.32394722564012e-05
ENSG00000168944.15	794.844072126834	-0.540130455017844	0.119556299259527	-4.51779168779183	6.24879141250351e-06	3.32862449875797e-05
ENSG00000167528.12	765.911615110503	-0.626464287705823	0.138680490547621	-4.51732096729716	6.26269394486113e-06	3.3351263121157e-05
ENSG00000204390.9	83.9519525315582	-0.725382102293203	0.160586635988201	-4.51707639200125	6.26992905251241e-06	3.33807490401365e-05
ENSG00000275342.4	1089.35529659856	0.96923197151358	0.214632141180329	4.51578205474479	6.30835192375669e-06	3.35762159256327e-05
ENSG00000167103.11	108.392683292814	1.32077803698593	0.292510400306775	4.51531991888405	6.32212509600841e-06	3.36404144253225e-05
ENSG00000179564.3	3.64958379217383	-1.73601143350439	0.38448804706253	-4.51512458389132	6.32795536981021e-06	3.36584245862926e-05
ENSG00000120314.18	1960.65465527835	0.472564723680918	0.10466337011954	4.51509179516372	6.32893453759348e-06	3.36584245862926e-05
ENSG00000135253.13	267.880958151062	1.56315718403869	0.346252344029784	4.51450282139962	6.34654773508656e-06	3.37429651828135e-05
ENSG00000183527.11	1511.3087430174	0.742087416823856	0.164400018870903	4.51391320950265	6.36422698662212e-06	3.38278111544198e-05
ENSG00000162366.7	1765.45181630818	2.34257919519846	0.518983874589661	4.51378031167278	6.36821837162086e-06	3.38398757265692e-05
ENSG00000149292.16	420.465174930583	-0.737715101960551	0.163446755519015	-4.51348880935558	6.37698159214351e-06	3.38772838311278e-05
ENSG00000166135.13	2249.5023248815	-0.502591824682859	0.111357001868027	-4.5133383285453	6.38150990074231e-06	3.38921801159122e-05
ENSG00000259030.6	38.0019707590353	-1.54646911448645	0.342693141038711	-4.51269351291674	6.40094872545876e-06	3.39862366687243e-05
ENSG00000187024.13	457.90324684253	0.847789195491421	0.187876588715066	4.51247918268934	6.40742253110597e-06	3.40114224335455e-05
ENSG00000166704.11	542.28080408489	0.911447408547059	0.202033908370842	4.51135859270741	6.44137187437442e-06	3.41823989100172e-05
ENSG00000145349.16	1669.38429467971	-0.869086842028232	0.192678838640982	-4.51054640020745	6.46608552199983e-06	3.43042852956623e-05
ENSG00000126768.12	2567.32523342669	0.641949688812543	0.142352272223054	4.50958512138578	6.49545284493886e-06	3.44507882137394e-05
ENSG00000101138.11	1596.66530294769	0.434167920016458	0.0963072279761159	4.50815509012607	6.53937690965325e-06	3.4674397770743e-05
ENSG00000146250.6	27.2789227606388	-1.93227098012184	0.428651196059	-4.50779327781434	6.5505351024886e-06	3.47241957860075e-05
ENSG00000172500.12	3308.15725734974	0.626775653870052	0.139050556582349	4.50753790042446	6.55842183452596e-06	3.47566297059699e-05
ENSG00000079134.11	1448.25232800565	0.650913690109377	0.144412507601673	4.50732212132736	6.5650927459648e-06	3.47826045861682e-05
ENSG00000163376.11	123.975863605249	-1.33668638699522	0.296578162321039	-4.5070290291579	6.57416422476201e-06	3.48212805178987e-05
ENSG00000166557.12	7511.62009058856	0.723799494663452	0.160598217375126	4.50689619407666	6.57827954361781e-06	3.48336914626486e-05
ENSG00000044574.7	33036.5042321547	0.615633090465126	0.136606817762022	4.50660589676862	6.58728172658104e-06	3.48719659622077e-05
ENSG00000134324.11	971.592561496874	-0.986395385610601	0.218937633204489	-4.50537155797835	6.62569060567992e-06	3.50658520584934e-05
ENSG00000108479.11	1012.51032718173	0.781344779805751	0.173517719523516	4.5029682383525	6.70109017555722e-06	3.54553508723426e-05
ENSG00000137558.7	243.078939671124	-1.82295471511088	0.404854254971697	-4.50274312971793	6.70819442002232e-06	3.54833879224862e-05
ENSG00000160767.20	2445.92167444704	0.631577453749829	0.140327219380245	4.50074801267488	6.77147436940271e-06	3.58084746314177e-05
ENSG00000161133.16	11.5015024759264	1.78198035038198	0.395986836110815	4.50009997272561	6.79215109190576e-06	3.59081554229423e-05
ENSG00000159131.16	3634.40598673098	0.593889423483385	0.132012099469324	4.49874993179235	6.83542038120167e-06	3.6127190915004e-05
ENSG00000163050.16	2169.22466849731	-0.773880842157811	0.172041937717323	-4.49821045046208	6.85278457612532e-06	3.62092294699783e-05
ENSG00000242498.7	1504.08692153765	-0.64696181852774	0.143835149229484	-4.49793963432077	6.861517188681e-06	3.62456280195415e-05
ENSG00000112039.3	648.640618449257	0.856752444279484	0.190490853465831	4.49760410377478	6.87235131635768e-06	3.62931051784865e-05
ENSG00000144485.10	387.393056629526	1.32169126845422	0.293962611198722	4.49612031633756	6.92045861952616e-06	3.65373447825427e-05
ENSG00000211452.10	20.2446447710043	2.55580005502562	0.568505518860499	4.49564686750696	6.93587642914837e-06	3.65990837829101e-05
ENSG00000184716.13	8.03714850026341	-1.20910958220162	0.268949192942498	-4.4956802769069	6.93478737916018e-06	3.65990837829101e-05
ENSG00000152749.7	843.619986335102	0.656373783204261	0.146032292927966	4.49471668248086	6.96626354028715e-06	3.67495641835438e-05
ENSG00000145414.8	344.522414330552	-0.545546969826704	0.121381845744638	-4.49446922214726	6.97436894731025e-06	3.67824513089161e-05
ENSG00000116731.22	2274.6330299668	-0.548609437279583	0.122071922996561	-4.4941492180396	6.98486385499915e-06	3.68279195101565e-05
ENSG00000119711.12	950.051201143098	-0.776323788193006	0.172777898485784	-4.49318920415552	7.01643933660651e-06	3.69844815232871e-05
ENSG00000240849.10	4884.77856237926	0.614047025253786	0.136676557920992	4.49270185461316	7.0325207790343e-06	3.7059310571769e-05
ENSG00000171492.14	1367.11578844316	0.71539559837814	0.159303115528001	4.49078221732829	7.09620807738912e-06	3.73849010906354e-05
ENSG00000132635.16	1754.8005180607	0.83484425114586	0.185908260274685	4.49062483782245	7.10145381038248e-06	3.74025123517894e-05
ENSG00000162302.12	3331.0184827408	0.770814857138176	0.171712015516858	4.48899778398153	7.15590416895211e-06	3.76791996637886e-05
ENSG00000205038.11	15.3646319622435	-2.20069688373308	0.490255838822919	-4.48887439875647	7.16004957893746e-06	3.76909305098004e-05
ENSG00000082482.13	31.3163365364751	-2.32537034422148	0.518040421744956	-4.48878165991131	7.16316686515485e-06	3.76972444180679e-05
ENSG00000152240.12	993.073906932699	0.73419369694325	0.16359042267935	4.487999266206	7.18951764877762e-06	3.78257919979585e-05
ENSG00000115128.6	3385.1587506914	0.479406174880964	0.106828927263702	4.48760637367042	7.20278509128307e-06	3.78651895571704e-05
ENSG00000198464.13	1063.23328246509	0.743082823671816	0.165583980574654	4.48764923450307	7.20133660265014e-06	3.78651895571704e-05
ENSG00000120913.23	967.180998289724	-1.09506027501236	0.244018598367629	-4.48760988849951	7.20266629658976e-06	3.78651895571704e-05
ENSG00000258674.5	74.2931363665468	1.00547043841162	0.224081012275497	4.48708450663119	7.22044403595342e-06	3.79478737889573e-05
ENSG00000048471.13	1040.52768089314	-0.721991142788633	0.160937794404343	-4.48615035058011	7.25215746273788e-06	3.81043590183308e-05
ENSG00000121931.15	882.840247879469	0.679029363898982	0.151384449943809	4.48546309842936	7.27557381456623e-06	3.82171776854927e-05
ENSG00000160679.12	4539.29026011907	0.38686404722602	0.0862555962673477	4.48508924600024	7.28834222278423e-06	3.82740194312175e-05
ENSG00000106070.17	1438.87889260911	-1.14409664420014	0.255113710479055	-4.48465369443197	7.30324490522257e-06	3.83420357524185e-05
ENSG00000099974.7	175.390500811575	0.967884349098251	0.215864266392733	4.48376364125653	7.333789327048e-06	3.84912257798318e-05
ENSG00000120685.19	2230.61113998436	0.672004494878562	0.149876832565332	4.48371161423919	7.33557853944087e-06	3.84912257798318e-05
ENSG00000054356.13	64.6758673015809	2.25462914555214	0.502907317811475	4.48319017381515	7.35353398084836e-06	3.8575143829078e-05
ENSG00000119950.20	1367.18036806905	-0.798065795084067	0.17803938978041	-4.48252376099684	7.37654263264837e-06	3.86855181396308e-05
ENSG00000160007.17	3662.76398193942	-0.696866122823242	0.155467787925136	-4.4823826988444	7.38142178279106e-06	3.87007806248442e-05
ENSG00000129988.5	51.4896315713165	2.44204052358575	0.544922372165314	4.48144662125361	7.41387772295941e-06	3.8860581472664e-05
ENSG00000171914.14	700.664041791436	-0.974339856671512	0.217462405399817	-4.480497927355	7.44691031049662e-06	3.90233188651351e-05
ENSG00000175707.8	1325.73845819009	1.05243409744061	0.234917517561433	4.48001540440844	7.46376523201795e-06	3.91012178572881e-05
ENSG00000141526.14	7627.31307137594	1.18488548034675	0.26448844096233	4.47991404099021	7.46731057262122e-06	3.91093676033687e-05
ENSG00000205359.9	12.7993304553537	2.74842044821585	0.613609070736166	4.47910661574557	7.49560906492608e-06	3.92471208791122e-05
ENSG00000122136.13	3.59519565291405	2.82602443072336	0.630968756572348	4.47886587297183	7.50406639997887e-06	3.9280939855655e-05
ENSG00000272325.1	3033.1278797948	-0.491502875403372	0.109754518939522	-4.47820171918573	7.52744557158096e-06	3.93928301797112e-05
ENSG00000215305.9	2489.51707126888	0.471332365767971	0.105262837981927	4.47767108320692	7.54617476010277e-06	3.94803330009529e-05
ENSG00000273045.5	181.169474577364	1.22694103193462	0.274060661685035	4.47689582441674	7.57361821594902e-06	3.96133687207807e-05
ENSG00000092208.16	379.614665736302	0.659040840743378	0.147251240623972	4.47562165147619	7.61893020437449e-06	3.98397691133772e-05
ENSG00000117281.15	12.7725574156621	-1.56480038278494	0.349638100268551	-4.47548588550003	7.62377355042004e-06	3.98544927944299e-05
ENSG00000124541.6	2250.61313880624	0.651793166231247	0.145681004359905	4.47411225022165	7.67294278259243e-06	4.01008676773828e-05
ENSG00000231925.11	15448.703066021	0.823035553595627	0.184019480646482	4.47254579082719	7.72938417492613e-06	4.0385107746504e-05
ENSG00000136881.11	12.2553449390107	2.90158106750385	0.649118972429753	4.47002967213049	7.82087463824947e-06	4.08522752828678e-05
ENSG00000054277.12	1063.08712190815	1.03110881069229	0.230685434975003	4.46976121749526	7.83069701655383e-06	4.08927153446818e-05
ENSG00000198088.10	106.602546019177	1.31978582739946	0.295293977050246	4.46939636420315	7.84406539473802e-06	4.0951646586712e-05
ENSG00000160781.15	261.829808382256	1.37538756405411	0.307789278999924	4.46860127332261	7.87327348189275e-06	4.10932192140425e-05
ENSG00000034510.5	64963.2729392231	1.00485039252586	0.224872608148115	4.46853176472255	7.87583185371571e-06	4.1095659919468e-05
ENSG00000178826.10	634.182337678005	2.0442850818988	0.457576899037539	4.46763174932721	7.90903016938464e-06	4.12579344504842e-05
ENSG00000141012.12	1376.56457889451	0.792419386609404	0.177394415802348	4.46699172025974	7.93271987935085e-06	4.13601031888424e-05
ENSG00000174939.10	191.130337930209	1.59446266707928	0.35694350243363	4.46698891059309	7.93282402431501e-06	4.13601031888424e-05
ENSG00000198771.10	520.694501296638	-1.46338930938932	0.3276887333573	-4.46579073499513	7.97735572805417e-06	4.15812527686642e-05
ENSG00000146842.16	1140.68425013263	0.582269966865825	0.130394363468466	4.46545350103757	7.98993248585039e-06	4.16357669517167e-05
ENSG00000104872.10	3288.39427616542	0.551014617255077	0.123401124678627	4.46523172856066	7.9982135676244e-06	4.16568325080088e-05
ENSG00000198431.15	4941.14073888301	-1.35483904315783	0.303415806096821	-4.46528828074795	7.9961011050689e-06	4.16568325080088e-05
ENSG00000186086.16	27.1338233232501	2.81685267938204	0.630972239034224	4.46430525009081	8.03289750150534e-06	4.18263929243944e-05
ENSG00000066855.15	1402.215748904	0.638430791885165	0.143030560089206	4.46359709062864	8.05950527989057e-06	4.19538230353626e-05
ENSG00000118242.15	849.518423352086	0.939644865991761	0.210519780424772	4.46345167231227	8.06497952025813e-06	4.19712039846952e-05
ENSG00000104635.13	1994.87285803997	-1.14774596494146	0.257160104404765	-4.46315717439174	8.07607671942326e-06	4.20178305974017e-05
ENSG00000186919.12	2470.63813917524	1.2674437014987	0.284044849842942	4.46212526718761	8.11507608802657e-06	4.2209562208587e-05
ENSG00000162631.18	96.4231126487983	-2.38320309056418	0.53414650193574	-4.46170307570579	8.13108401426687e-06	4.22816368741877e-05
ENSG00000073910.19	1845.08956592964	-1.3558339476792	0.303948294915882	-4.46073878471478	8.16775961381839e-06	4.24611168921487e-05
ENSG00000109320.11	2775.74586745557	-0.660101259459916	0.147988190802118	-4.46049955663402	8.17688280531929e-06	4.2497305240972e-05
ENSG00000188707.5	639.997037235746	1.23782289144251	0.27755339576847	4.45976489682397	8.20496068762525e-06	4.26319606862178e-05
ENSG00000175182.13	802.642617502022	-0.835370545498196	0.187326866591564	-4.45942731385982	8.21789361545947e-06	4.26878744464776e-05
ENSG00000196363.9	2548.55128731089	0.622235884386826	0.139537950199744	4.45925917283517	8.22434242745615e-06	4.27100858002848e-05
ENSG00000143379.12	2430.44722638816	0.585503355849274	0.131305817898347	4.45908159456081	8.23115844381615e-06	4.27341918572769e-05
ENSG00000184945.13	7.40184779032706	3.45145452615119	0.774057132623773	4.45891444014217	8.2375792927178e-06	4.27562341108163e-05
ENSG00000174238.14	3644.49018318347	-0.457212898298618	0.102549424170845	-4.45846382849419	8.25491235106887e-06	4.28348883771409e-05
ENSG00000105675.8	9.60595522897634	3.15342095603612	0.707443048945816	4.45749090437052	8.29245545339264e-06	4.30183437297138e-05
ENSG00000187778.13	2940.46641769999	0.434392274428219	0.0974671805267304	4.4568055839995	8.31899843812028e-06	4.31446525856708e-05
