	hk_gene	gene_id
2883	SMARCA2	ENSG00000080503.19
2884	SMARCA4	ENSG00000127616.17
2885	SMARCAL1	ENSG00000138375.12
2886	SMARCB1	ENSG00000275837.3
2887	SMARCE1	ENSG00000073584.18
2888	SMC1A	ENSG00000072501.17
2889	SMC5	ENSG00000198887.8
2890	SMCR7L	
2891	SMEK1	ENSG00000100796.17
2892	SMEK2	ENSG00000275052.4
2893	SMG5	ENSG00000198952.8
2894	SMG7	ENSG00000116698.20
2895	SMG8	ENSG00000167447.12
2896	SMIM11	ENSG00000205670.10
2897	SMIM12	ENSG00000163866.8
2898	SMIM8	ENSG00000111850.10
2899	SMNDC1	ENSG00000119953.12
2900	SMPD1	ENSG00000166311.9
2901	SMPD4	ENSG00000136699.19
2902	SMU1	ENSG00000122692.8
2903	SMUG1	ENSG00000123415.14
2904	SNAP23	ENSG00000092531.9
2905	SNAP29	ENSG00000099940.11
2906	SNAP47	ENSG00000143740.14
2907	SNAPC3	ENSG00000164975.15
2908	SNAPC5	ENSG00000174446.12
2909	SNAPIN	ENSG00000143553.10
2910	SND1	ENSG00000197157.10
2911	SNF8	ENSG00000159210.9
2912	SNRNP200	ENSG00000144028.14
2913	SNRNP25	ENSG00000161981.10
2914	SNRNP27	ENSG00000124380.10
2915	SNRNP35	ENSG00000184209.14
2916	SNRNP40	ENSG00000060688.12
2917	SNRNP48	ENSG00000168566.11
2918	SNRNP70	ENSG00000104852.14
2919	SNRPA	ENSG00000077312.8
2920	SNRPB	ENSG00000125835.17
2921	SNRPB2	ENSG00000125870.10
2922	SNRPC	ENSG00000124562.9
2923	SNRPD1	ENSG00000167088.10
2924	SNRPD2	ENSG00000125743.10
2925	SNRPD3	ENSG00000100028.11
2926	SNRPG	ENSG00000143977.13
2927	SNUPN	ENSG00000169371.13
2928	SNW1	ENSG00000100603.13
2929	SNX12	ENSG00000147164.11
2930	SNX13	ENSG00000071189.21
2931	SNX17	ENSG00000115234.10
2932	SNX18	ENSG00000178996.12
2933	SNX19	ENSG00000120451.10
2934	SNX2	ENSG00000205302.6
2935	SNX25	ENSG00000109762.15
2936	SNX3	ENSG00000112335.14
2937	SNX4	ENSG00000114520.10
2938	SNX5	ENSG00000089006.16
2939	SNX6	ENSG00000129515.18
2940	SNX9	ENSG00000130340.14
2941	SOCS4	ENSG00000180008.8
2942	SOCS6	ENSG00000170677.5
2943	SOD1	ENSG00000142168.14
2944	SON	ENSG00000159140.17
2945	SPAG7	ENSG00000091640.7
2946	SPAG9	ENSG00000008294.20
2947	SPATA2	ENSG00000158480.10
2948	SPATA5L1	ENSG00000171763.17
2949	SPCS1	ENSG00000114902.13
2950	SPCS3	ENSG00000129128.12
2951	SPECC1L	ENSG00000100014.19
2952	SPEN	ENSG00000065526.10
2953	SPG11	ENSG00000104133.14
2954	SPG21	ENSG00000090487.10
2955	SPG7	ENSG00000197912.13
2956	SPHAR	ENSG00000213029.3
2957	SPNS1	ENSG00000169682.17
2958	SPOP	ENSG00000121067.17
2959	SPPL2B	ENSG00000005206.16
2960	SPPL3	ENSG00000157837.15
2961	SPRYD3	ENSG00000167778.8
2962	SPRYD7	ENSG00000123178.14
2963	SPSB3	ENSG00000162032.15
2964	SPTSSA	ENSG00000165389.6
2965	SPTY2D1	ENSG00000179119.14
2966	SRA1	ENSG00000213523.9
2967	SRD5A3	ENSG00000128039.10
2968	SREBF2	ENSG00000198911.11
2969	SREK1IP1	ENSG00000153006.14
2970	SRM	ENSG00000116649.9
2971	SRP14	ENSG00000140319.10
2972	SRP19	ENSG00000153037.12
2973	SRP54	ENSG00000100883.11
2974	SRP68	ENSG00000167881.14
2975	SRP72	ENSG00000174780.15
2976	SRP9	ENSG00000143742.12
2977	SRPR	ENSG00000182934.11
2978	SRPRB	ENSG00000144867.11
2979	SRR	ENSG00000167720.12
2980	SRRD	ENSG00000100104.12
2981	SRRM1	ENSG00000133226.16
2982	SRSF1	ENSG00000136450.12
2983	SRSF10	ENSG00000188529.14
2984	SRSF11	ENSG00000116754.13
2985	SRSF2	ENSG00000161547.14
2986	SRSF3	ENSG00000112081.16
2987	SRSF4	ENSG00000116350.15
2988	SRSF7	ENSG00000115875.18
2989	SRSF8	ENSG00000263465.3
2990	SS18L2	ENSG00000008324.10
2991	SSB	ENSG00000138385.15
2992	SSBP1	ENSG00000262771.5
2993	SSNA1	ENSG00000176101.11
2994	SSR1	ENSG00000124783.12
2995	SSR2	ENSG00000163479.13
2996	SSR3	ENSG00000114850.6
2997	SSRP1	ENSG00000149136.7
2998	SSSCA1	ENSG00000173465.7
2999	SSU72	ENSG00000160075.11
3000	ST3GAL2	ENSG00000157350.12
3001	ST6GALNAC6	ENSG00000160408.14
3002	ST7	ENSG00000004866.18
3003	STAM	ENSG00000136738.14
3004	STAM2	ENSG00000115145.9
3005	STAMBP	ENSG00000124356.15
3006	STARD3	ENSG00000131748.15
3007	STARD7	ENSG00000084090.13
3008	STAT3	ENSG00000168610.14
3009	STAU1	ENSG00000124214.19
3010	STAU2	ENSG00000040341.17
3011	STIM1	ENSG00000167323.9
3012	STIP1	ENSG00000168439.16
3013	STK11	ENSG00000118046.14
3014	STK16	ENSG00000115661.13
3015	STOM	ENSG00000148175.12
3016	STOML1	ENSG00000067221.13
3017	STOML2	ENSG00000165283.15
3018	STRAP	ENSG00000023734.10
3019	STRIP1	ENSG00000143093.14
3020	STRN3	ENSG00000196792.11
3021	STT3A	ENSG00000134910.12
3022	STT3B	ENSG00000163527.9
3023	STUB1	ENSG00000103266.10
3024	STX10	ENSG00000104915.14
3025	STX17	ENSG00000136874.10
3026	STX4	ENSG00000103496.14
3027	STX5	ENSG00000162236.11
3028	STX8	ENSG00000170310.14
3029	STXBP3	ENSG00000116266.10
3030	STYXL1	ENSG00000127952.16
3031	SUB1	ENSG00000113387.11
3032	SUCLA2	ENSG00000136143.13
3033	SUCLG1	ENSG00000163541.11
3034	SUCLG2	ENSG00000172340.14
3035	SUGP1	ENSG00000105705.15
3036	SUGT1	ENSG00000165416.14
3037	SUMO1	ENSG00000116030.16
3038	SUMO3	ENSG00000184900.15
3039	SUN2	ENSG00000100242.15
3040	SUPT4H1	ENSG00000213246.6
3041	SUPT5H	ENSG00000196235.13
3042	SUPT6H	ENSG00000109111.14
3043	SUPT7L	ENSG00000119760.15
3044	SUPV3L1	ENSG00000156502.13
3045	SURF1	ENSG00000148290.9
3046	SURF4	ENSG00000148248.13
3047	SURF6	ENSG00000148296.6
3048	SUV420H1	ENSG00000110066.14
3049	SUZ12	ENSG00000178691.10
3050	SYAP1	ENSG00000169895.5
3051	SYF2	ENSG00000117614.9
3052	SYMPK	ENSG00000125755.18
3053	SYNCRIP	ENSG00000135316.17
3054	SYNJ2BP	ENSG00000213463.4
3055	SYNJ2BP-COX16	ENSG00000258644.5
3056	SYPL1	ENSG00000008282.7
3057	SYS1	ENSG00000204070.9
3058	SYVN1	ENSG00000162298.16
3059	SZRD1	ENSG00000055070.16
3060	TAB1	ENSG00000100324.13
3061	TAB2	ENSG00000055208.17
3062	TACO1	ENSG00000136463.7
3063	TADA1	ENSG00000152382.5
3064	TADA3	ENSG00000171148.13
3065	TAF10	ENSG00000166337.9
3066	TAF11	ENSG00000064995.16
3067	TAF12	ENSG00000120656.11
3068	TAF13	ENSG00000197780.9
3069	TAF15	ENSG00000276833.2
3070	TAF1D	ENSG00000166012.14
3071	TAF4	ENSG00000280529.2
3072	TAF5L	ENSG00000135801.9
3073	TAF8	ENSG00000137413.15
3074	TAF9	ENSG00000279247.3
3075	TALDO1	ENSG00000177156.10
3076	TAMM41	ENSG00000279643.3
3077	TANGO2	ENSG00000183597.15
3078	TANGO6	ENSG00000103047.7
3079	TANK	ENSG00000136560.13
3080	TAOK2	ENSG00000149930.17
3081	TAPBP	ENSG00000206281.11
3082	TAPT1	ENSG00000169762.16
3083	TARDBP	ENSG00000277726.4
3084	TARS	ENSG00000113407.13
3085	TATDN1	ENSG00000147687.16
3086	TATDN2	ENSG00000157014.10
3087	TAX1BP1	ENSG00000106052.13
3088	TAZ	ENSG00000102125.15
3089	TBC1D1	ENSG00000065882.15
3090	TBC1D14	ENSG00000132405.18
3091	TBC1D15	ENSG00000121749.15
3092	TBC1D20	ENSG00000125875.13
3093	TBC1D22A	ENSG00000054611.13
3094	TBC1D23	ENSG00000036054.12
3095	TBC1D7	ENSG00000145979.17
3096	TBC1D9B	ENSG00000197226.12
3097	TBCA	ENSG00000171530.13
3098	TBCB	ENSG00000105254.11
3099	TBCC	ENSG00000124659.6
3100	TBCCD1	ENSG00000113838.12
3101	TBCD	ENSG00000278759.2
3102	TBCE	ENSG00000116957.12
3103	TBK1	ENSG00000183735.9
3104	TBRG1	ENSG00000154144.12
3105	TBRG4	ENSG00000136270.13
3106	TCAIM	ENSG00000179152.18
3107	TCEANC2	ENSG00000116205.10
3108	TCEB1	ENSG00000154582.16
3109	TCEB2	ENSG00000103363.14
3110	TCEB3	ENSG00000011007.12
3111	TCERG1	ENSG00000113649.11
3112	TCF12	ENSG00000140262.17
3113	TCF20	ENSG00000276461.4
3114	TCF25	ENSG00000141002.18
3115	TCP1	ENSG00000120438.11
3116	TCTN3	ENSG00000119977.20
3117	TDP2	ENSG00000111802.13
3118	TDRD3	ENSG00000083544.13
3119	TECR	ENSG00000099797.11
3120	TEF	ENSG00000167074.14
3121	TEFM	ENSG00000172171.10
3122	TELO2	ENSG00000100726.14
3123	TERF2	ENSG00000132604.10
3124	TERF2IP	ENSG00000166848.5
3125	TEX2	ENSG00000136478.7
3126	TEX261	ENSG00000144043.11
3127	TEX264	ENSG00000164081.12
3128	TFAM	ENSG00000108064.10
3129	TFB1M	ENSG00000029639.10
3130	TFB2M	ENSG00000162851.7
3131	TFCP2	ENSG00000135457.9
3132	TFDP1	ENSG00000198176.12
3133	TFE3	ENSG00000068323.16
3134	TFG	ENSG00000114354.12
3135	TFIP11	ENSG00000100109.16
3136	TFPT	ENSG00000276504.4
3137	TGIF2-C20orf24	ENSG00000259399.1
3138	TGOLN2	ENSG00000152291.13
3139	THADA	ENSG00000115970.18
3140	THAP3	ENSG00000041988.15
3141	THAP4	ENSG00000176946.11
3142	THAP5	ENSG00000177683.13
3143	THAP7	ENSG00000184436.11
3144	THOC5	ENSG00000100296.13
3145	THOC7	ENSG00000163634.11
3146	THOP1	ENSG00000172009.14
3147	THRAP3	ENSG00000054118.13
3148	THTPA	ENSG00000259431.5
3149	THUMPD3	ENSG00000134077.15
3150	THYN1	ENSG00000151500.14
3151	TIA1	ENSG00000116001.15
3152	TIAL1	ENSG00000151923.17
3153	TICAM1	ENSG00000127666.9
3154	TIGD5	ENSG00000278016.2
3155	TIGD6	ENSG00000164296.6
3156	TIMM10	ENSG00000134809.8
3157	TIMM10B	ENSG00000132286.11
3158	TIMM13	ENSG00000099800.7
3159	TIMM17A	ENSG00000134375.10
3160	TIMM17B	ENSG00000126768.12
3161	TIMM21	ENSG00000075336.11
3162	TIMM22	ENSG00000278501.2
3163	TIMM44	ENSG00000104980.7
3164	TIMM50	ENSG00000105197.10
3165	TIMM8B	ENSG00000150779.11
3166	TIMM9	ENSG00000100575.13
3167	TIMMDC1	ENSG00000113845.9
3168	TINF2	ENSG00000092330.15
3169	TIPRL	ENSG00000143155.12
3170	TJAP1	ENSG00000137221.14
3171	TLE1	ENSG00000196781.13
3172	TLK1	ENSG00000198586.13
3173	TM2D1	ENSG00000162604.12
3174	TM2D2	ENSG00000169490.16
3175	TM2D3	ENSG00000184277.12
3176	TM9SF1	ENSG00000100926.14
3177	TM9SF2	ENSG00000125304.8
3178	TM9SF3	ENSG00000077147.14
3179	TM9SF4	ENSG00000101337.15
3180	TMBIM1	ENSG00000135926.12
3181	TMBIM4	ENSG00000155957.16
3182	TMBIM6	ENSG00000139644.12
3183	TMCC1	ENSG00000172765.16
3184	TMCO1	ENSG00000143183.16
3185	TMCO3	ENSG00000150403.17
3186	TMED1	ENSG00000099203.6
3187	TMED10	ENSG00000170348.8
3188	TMED2	ENSG00000086598.10
3189	TMED4	ENSG00000158604.14
3190	TMED5	ENSG00000117500.12
3191	TMED7	ENSG00000134970.13
3192	TMED7-TICAM2	ENSG00000251201.8
3193	TMED9	ENSG00000184840.11
3194	TMEM101	ENSG00000091947.9
3195	TMEM106B	ENSG00000106460.18
3196	TMEM106C	ENSG00000134291.11
3197	TMEM115	ENSG00000126062.3
3198	TMEM120A	ENSG00000189077.10
3199	TMEM126A	ENSG00000171202.6
3200	TMEM127	ENSG00000135956.8
3201	TMEM128	ENSG00000132406.11
3202	TMEM129	ENSG00000168936.10
3203	TMEM131	ENSG00000075568.16
3204	TMEM134	ENSG00000172663.8
3205	TMEM141	ENSG00000244187.7
3206	TMEM147	ENSG00000105677.11
3207	TMEM14B	ENSG00000137210.13
3208	TMEM14C	ENSG00000111843.13
3209	TMEM161A	ENSG00000064545.14
3210	TMEM167B	ENSG00000215717.5
3211	TMEM168	ENSG00000146802.12
3212	TMEM177	ENSG00000144120.12
3213	TMEM179B	ENSG00000185475.8
3214	TMEM18	ENSG00000151353.14
3215	TMEM184C	ENSG00000164168.7
3216	TMEM185B	ENSG00000226479.3
3217	TMEM186	ENSG00000184857.7
3218	TMEM187	ENSG00000177854.7
3219	TMEM189	ENSG00000240849.10
3220	TMEM189-UBE2V1	ENSG00000124208.16
3221	TMEM19	ENSG00000139291.13
3222	TMEM192	ENSG00000170088.13
3223	TMEM199	ENSG00000244045.10
3224	TMEM203	ENSG00000187713.6
3225	TMEM205	ENSG00000105518.13
3226	TMEM214	ENSG00000119777.18
3227	TMEM219	ENSG00000149932.16
3228	TMEM222	ENSG00000186501.14
3229	TMEM223	ENSG00000168569.7
3230	TMEM230	ENSG00000089063.14
3231	TMEM242	ENSG00000215712.10
3232	TMEM248	ENSG00000106609.16
3233	TMEM251	ENSG00000275947.2
3234	TMEM256	ENSG00000205544.3
3235	TMEM258	ENSG00000134825.13
3236	TMEM259	ENSG00000182087.12
3237	TMEM30A	ENSG00000112697.15
3238	TMEM33	ENSG00000109133.12
3239	TMEM39A	ENSG00000176142.12
3240	TMEM41A	ENSG00000163900.10
3241	TMEM41B	ENSG00000166471.10
3242	TMEM42	ENSG00000169964.5
3243	TMEM5	ENSG00000118600.11
3244	TMEM50A	ENSG00000183726.10
3245	TMEM50B	ENSG00000263160.6
3246	TMEM55B	ENSG00000165782.10
3247	TMEM57	ENSG00000204178.9
3248	TMEM59	ENSG00000116209.11
3249	TMEM60	ENSG00000135211.5
3250	TMEM62	ENSG00000137842.6
3251	TMEM63B	ENSG00000137216.18
3252	TMEM64	ENSG00000180694.13
3253	TMEM66	
3254	TMEM69	ENSG00000159596.6
3255	TMEM70	ENSG00000175606.10
3256	TMEM81	ENSG00000174529.7
3257	TMEM87A	ENSG00000103978.15
3258	TMEM9	ENSG00000116857.16
3259	TMEM9B	ENSG00000175348.10
3260	TMF1	ENSG00000144747.14
3261	TMLHE	ENSG00000185973.10
3262	TMPO	ENSG00000120802.13
3263	TMUB1	ENSG00000164897.12
3264	TMUB2	ENSG00000168591.15
3265	TMX1	ENSG00000139921.12
3266	TMX2	ENSG00000213593.9
3267	TMX4	ENSG00000125827.8
3268	TNFAIP1	ENSG00000109079.9
3269	TNFAIP8L2-SCNM1	
3270	TNIP1	ENSG00000145901.14
3271	TNKS2	ENSG00000107854.5
3272	TNPO1	ENSG00000083312.17
3273	TNPO3	ENSG00000064419.13
3274	TNRC6A	ENSG00000090905.17
3275	TOB1	ENSG00000141232.4
3276	TOLLIP	ENSG00000078902.15
3277	TOMM20	ENSG00000173726.10
3278	TOMM22	ENSG00000100216.5
3279	TOMM40	ENSG00000130204.12
3280	TOMM5	ENSG00000175768.12
3281	TOMM6	ENSG00000214736.7
3282	TOMM7	ENSG00000196683.10
3283	TOMM70A	ENSG00000154174.7
3284	TOP1	ENSG00000198900.5
3285	TOP2B	ENSG00000077097.13
3286	TOPORS	ENSG00000197579.7
3287	TOR1A	ENSG00000136827.11
3288	TOR1AIP2	ENSG00000169905.12
3289	TOR1B	ENSG00000136816.15
3290	TOR3A	ENSG00000186283.13
3291	TOX4	ENSG00000092203.13
3292	TP53RK	ENSG00000172315.5
3293	TPCN1	ENSG00000186815.12
3294	TPD52L2	ENSG00000101150.17
3295	TPGS1	ENSG00000141933.9
3296	TPI1	ENSG00000111669.14
3297	TPP2	ENSG00000134900.11
3298	TPRA1	ENSG00000163870.14
3299	TPRG1L	ENSG00000158109.14
3300	TPRKB	ENSG00000144034.14
3301	TPRN	ENSG00000176058.11
3302	TPST2	ENSG00000128294.15
3303	TRA2A	ENSG00000164548.10
3304	TRA2B	ENSG00000136527.17
3305	TRAF6	ENSG00000175104.14
3306	TRAF7	ENSG00000131653.12
3307	TRAP1	ENSG00000126602.10
3308	TRAPPC1	ENSG00000170043.11
3309	TRAPPC10	ENSG00000160218.12
3310	TRAPPC11	ENSG00000168538.15
3311	TRAPPC12	ENSG00000274891.3
3312	TRAPPC13	ENSG00000113597.17
3313	TRAPPC2L	ENSG00000167515.10
3314	TRAPPC3	ENSG00000054116.11
3315	TRAPPC4	ENSG00000196655.9
3316	TRAPPC5	ENSG00000181029.8
3317	TRAPPC6B	ENSG00000182400.14
3318	TRAPPC8	ENSG00000153339.13
3319	TRAPPC9	ENSG00000167632.14
3320	TRIAP1	ENSG00000170855.3
3321	TRIM26	ENSG00000234046.7
3322	TRIM27	ENSG00000229006.7
3323	TRIM28	ENSG00000130726.11
3324	TRIM3	ENSG00000110171.18
3325	TRIM39	ENSG00000229929.9
3326	TRIM39-RPP21	ENSG00000248167.6
3327	TRIM41	ENSG00000146063.18
3328	TRIM44	ENSG00000166326.6
3329	TRIM56	ENSG00000169871.12
3330	TRIM65	ENSG00000141569.10
3331	TRIM8	ENSG00000171206.13
3332	TRIP12	ENSG00000153827.13
3333	TRIP4	ENSG00000103671.9
3334	TRMT1	ENSG00000104907.12
3335	TRMT10C	ENSG00000174173.6
3336	TRMT112	ENSG00000173113.6
3337	TRMT12	ENSG00000183665.5
3338	TRMT1L	ENSG00000121486.11
3339	TRMT2A	ENSG00000099899.14
3340	TRNAU1AP	ENSG00000180098.9
3341	TRNT1	ENSG00000072756.16
3342	TRPC4AP	ENSG00000100991.11
3343	TRPT1	ENSG00000149743.13
3344	TRUB2	ENSG00000167112.9
3345	TSC2	ENSG00000103197.16
3346	TSEN15	ENSG00000198860.11
3347	TSEN34	ENSG00000278605.4
3348	TSFM	ENSG00000123297.16
3349	TSG101	ENSG00000074319.12
3350	TSN	ENSG00000211460.11
3351	TSNAX	ENSG00000116918.13
3352	TSPAN17	ENSG00000048140.17
3353	TSPAN31	ENSG00000135452.9
3354	TSPYL1	ENSG00000189241.6
3355	TSR1	ENSG00000167721.10
3356	TSR2	ENSG00000158526.7
3357	TSR3	ENSG00000007520.3
3358	TSSC4	ENSG00000184281.14
3359	TSTA3	ENSG00000278243.2
3360	TSTD2	ENSG00000136925.14
3361	TTC1	ENSG00000113312.10
3362	TTC17	ENSG00000052841.14
3363	TTC19	ENSG00000011295.15
3364	TTC32	ENSG00000183891.5
3365	TTC33	ENSG00000113638.12
3366	TTC37	ENSG00000198677.10
3367	TTC4	ENSG00000243725.6
3368	TTC7B	ENSG00000165914.14
3369	TTC9C	ENSG00000162222.13
3370	TTI1	ENSG00000101407.12
3371	TTI2	ENSG00000129696.12
3372	TUBA1B	ENSG00000123416.15
3373	TUBA1C	ENSG00000167553.14
3374	TUBB	ENSG00000232421.10
3375	TUBD1	ENSG00000108423.14
3376	TUBGCP2	ENSG00000130640.13
3377	TUBGCP4	ENSG00000137822.12
3378	TUFM	ENSG00000178952.8
3379	TUSC2	ENSG00000114383.9
3380	TUT1	ENSG00000149016.15
3381	TVP23B	ENSG00000171928.13
3382	TXLNA	ENSG00000084652.15
3383	TXLNG	ENSG00000086712.12
3384	TXN2	ENSG00000100348.9
3385	TXNDC11	ENSG00000153066.12
3386	TXNDC12	ENSG00000117862.11
3387	TXNDC15	ENSG00000113621.14
3388	TXNDC17	ENSG00000129235.10
3389	TXNDC9	ENSG00000115514.11
3390	TXNL1	ENSG00000091164.12
3391	TXNL4A	ENSG00000141759.14
3392	TXNL4B	ENSG00000140830.8
3393	TXNRD1	ENSG00000198431.15
3394	TYK2	ENSG00000105397.13
3395	TYW1	ENSG00000198874.12
3396	U2AF1	ENSG00000160201.11
3397	U2AF1L4	ENSG00000161265.14
3398	U2AF2	ENSG00000063244.12
3399	UAP1	ENSG00000117143.13
3400	UBA1	ENSG00000130985.16
3401	UBA2	ENSG00000126261.12
3402	UBA3	ENSG00000144744.16
3403	UBA5	ENSG00000081307.12
3404	UBA52	ENSG00000221983.7
3405	UBAC2	ENSG00000134882.15
3406	UBALD1	ENSG00000153443.12
3407	UBAP1	ENSG00000165006.13
3408	UBAP2L	ENSG00000143569.18
3409	UBB	ENSG00000170315.13
3410	UBC	ENSG00000150991.14
3411	UBE2A	ENSG00000077721.15
3412	UBE2B	ENSG00000119048.7
3413	UBE2D2	ENSG00000131508.15
3414	UBE2D3	ENSG00000109332.19
3415	UBE2D4	ENSG00000078967.12
3416	UBE2E1	ENSG00000170142.11
3417	UBE2E2	ENSG00000182247.9
3418	UBE2E3	ENSG00000170035.15
3419	UBE2F	ENSG00000184182.18
3420	UBE2G2	ENSG00000184787.18
3421	UBE2H	ENSG00000186591.11
3422	UBE2I	ENSG00000103275.18
3423	UBE2J1	ENSG00000198833.6
3424	UBE2J2	ENSG00000160087.20
3425	UBE2K	ENSG00000078140.13
3426	UBE2L3	ENSG00000185651.14
3427	UBE2M	ENSG00000130725.7
3428	UBE2N	ENSG00000177889.9
3429	UBE2NL	ENSG00000276380.2
3430	UBE2Q1	ENSG00000160714.9
3431	UBE2R2	ENSG00000107341.4
3432	UBE2V1	ENSG00000244687.11
3433	UBE2V2	ENSG00000169139.11
3434	UBE2W	ENSG00000104343.19
3435	UBE2Z	ENSG00000159202.17
3436	UBE3A	ENSG00000114062.17
3437	UBE3B	ENSG00000151148.13
3438	UBE3C	ENSG00000009335.17
3439	UBE4A	ENSG00000110344.9
3440	UBE4B	ENSG00000130939.18
3441	UBFD1	ENSG00000103353.15
3442	UBIAD1	ENSG00000120942.13
3443	UBL3	ENSG00000122042.9
3444	UBL4A	ENSG00000102178.12
3445	UBL5	ENSG00000198258.10
3446	UBL7	ENSG00000138629.15
3447	UBOX5	ENSG00000185019.16
3448	UBP1	ENSG00000153560.11
3449	UBQLN1	ENSG00000135018.13
3450	UBQLN2	ENSG00000188021.8
3451	UBQLN4	ENSG00000160803.7
3452	UBR2	ENSG00000024048.10
3453	UBR7	ENSG00000278787.4
3454	UBTD1	ENSG00000165886.4
3455	UBTF	ENSG00000108312.14
3456	UBXN2A	ENSG00000173960.12
3457	UBXN4	ENSG00000144224.16
3458	UBXN6	ENSG00000167671.11
3459	UCHL3	ENSG00000118939.17
3460	UCHL5	ENSG00000116750.13
3461	UCK1	ENSG00000130717.12
3462	UCK2	ENSG00000143179.12
3463	UCKL1	ENSG00000198276.13
3464	UEVLD	ENSG00000151116.16
3465	UFC1	ENSG00000143222.11
3466	UFD1L	ENSG00000070010.18
3467	UFL1	ENSG00000014123.9
3468	UFSP2	ENSG00000109775.10
3469	UGP2	ENSG00000169764.14
3470	UHRF1BP1L	ENSG00000111647.12
3471	ULK1	ENSG00000177169.9
3472	ULK3	ENSG00000140474.12
3473	UNC50	ENSG00000115446.11
3474	UNG	ENSG00000076248.10
3475	UPF1	ENSG00000005007.12
3476	UPF2	ENSG00000151461.19
3477	UPF3B	ENSG00000125351.10
3478	UPRT	ENSG00000094841.13
3479	UQCC	
3480	UQCR10	ENSG00000184076.12
3481	UQCR11	ENSG00000127540.11
3482	UQCRB	ENSG00000156467.9
3483	UQCRC1	ENSG00000010256.10
3484	UQCRC2	ENSG00000140740.10
3485	UQCRHL	ENSG00000233954.6
3486	UQCRQ	ENSG00000164405.10
3487	URGCP	ENSG00000106608.16
3488	URI1	ENSG00000105176.17
3489	URM1	ENSG00000167118.10
3490	UROD	ENSG00000126088.12
3491	UROS	ENSG00000188690.12
3492	USB1	ENSG00000103005.11
3493	USE1	ENSG00000053501.12
3494	USF1	ENSG00000158773.14
3495	USF2	ENSG00000105698.15
3496	USP10	ENSG00000103194.15
3497	USP14	ENSG00000101557.14
3498	USP16	ENSG00000156256.14
3499	USP19	ENSG00000172046.18
3500	USP22	ENSG00000124422.11
3501	USP25	ENSG00000155313.15
3502	USP27X	ENSG00000273820.1
3503	USP33	ENSG00000077254.14
3504	USP38	ENSG00000170185.9
3505	USP39	ENSG00000168883.19
3506	USP4	ENSG00000114316.12
3507	USP47	ENSG00000170242.17
3508	USP5	ENSG00000111667.13
3509	USP7	ENSG00000187555.14
3510	USP8	ENSG00000138592.13
3511	USP9X	ENSG00000124486.12
3512	UTP11L	ENSG00000183520.11
3513	UTP14A	ENSG00000156697.12
3514	UTP14C	ENSG00000253797.2
3515	UTP15	ENSG00000164338.9
3516	UTP23	ENSG00000147679.11
3517	UTP3	ENSG00000132467.3
3518	UTP6	ENSG00000108651.9
3519	UXS1	ENSG00000115652.14
3520	UXT	ENSG00000126756.11
3521	VAC14	ENSG00000103043.14
3522	VAMP3	ENSG00000049245.12
3523	VAMP5	ENSG00000168899.4
3524	VAPA	ENSG00000101558.13
3525	VAPB	ENSG00000124164.15
3526	VARS2	ENSG00000206476.13
3527	VBP1	ENSG00000155959.10
3528	VCP	ENSG00000165280.15
3529	VDAC3	ENSG00000078668.13
3530	VEZT	ENSG00000028203.17
3531	VIMP	ENSG00000131871.14
3532	VMA21	ENSG00000160131.13
3533	VPS16	ENSG00000215305.9
3534	VPS18	ENSG00000104142.10
3535	VPS25	ENSG00000131475.6
3536	VPS26A	ENSG00000122958.14
3537	VPS26B	ENSG00000151502.10
3538	VPS28	ENSG00000160948.13
3539	VPS29	ENSG00000111237.18
3540	VPS33A	ENSG00000139719.9
3541	VPS36	ENSG00000136100.12
3542	VPS37A	ENSG00000155975.9
3543	VPS4A	ENSG00000132612.15
3544	VPS51	ENSG00000149823.7
3545	VPS52	ENSG00000236014.10
3546	VPS53	ENSG00000141252.19
3547	VPS72	ENSG00000163159.11
3548	VRK2	ENSG00000028116.16
3549	VRK3	ENSG00000105053.10
3550	VTA1	ENSG00000009844.15
3551	VTI1A	ENSG00000151532.13
3552	VTI1B	ENSG00000100568.10
3553	WAC	ENSG00000095787.21
3554	WAPAL	ENSG00000062650.17
3555	WARS2	ENSG00000116874.11
3556	WBP11	ENSG00000084463.7
3557	WBP1L	ENSG00000166272.16
3558	WBP2	ENSG00000132471.11
3559	WBP4	ENSG00000120688.8
3560	WBSCR22	ENSG00000071462.11
3561	WDR1	ENSG00000071127.16
3562	WDR12	ENSG00000138442.9
3563	WDR13	ENSG00000101940.17
3564	WDR18	ENSG00000065268.10
3565	WDR20	ENSG00000140153.17
3566	WDR24	ENSG00000127580.15
3567	WDR25	ENSG00000176473.13
3568	WDR26	ENSG00000162923.14
3569	WDR3	ENSG00000065183.15
3570	WDR33	ENSG00000136709.11
3571	WDR36	ENSG00000134987.11
3572	WDR41	ENSG00000164253.12
3573	WDR43	ENSG00000163811.11
3574	WDR44	ENSG00000131725.13
3575	WDR45	ENSG00000196998.15
3576	WDR45B	ENSG00000141580.15
3577	WDR46	ENSG00000206284.8
3578	WDR55	ENSG00000120314.18
3579	WDR59	ENSG00000103091.14
3580	WDR5B	ENSG00000196981.3
3581	WDR6	ENSG00000178252.17
3582	WDR61	ENSG00000140395.8
3583	WDR70	ENSG00000082068.8
3584	WDR73	ENSG00000177082.12
3585	WDR74	ENSG00000133316.15
3586	WDR75	ENSG00000115368.9
3587	WDR77	ENSG00000116455.13
